1,886981793324310528
1,887233342185328640
887233342185328640,887918980714950656
887233342185328640,887797380074045449
887233342185328640,887796424263565313
887233342185328640,887614077668904960
887233342185328640,887583847734550528
887233342185328640,887580886266499072
887233342185328640,887562100083744769
887233342185328640,887558168892649476
887233342185328640,887556392193634304
887233342185328640,887554566740430849
887233342185328640,887540399904096259
887233342185328640,887343840927121408
887233342185328640,887326339656798210
887233342185328640,887319351728250880
887233342185328640,887278260081569792
887233342185328640,887251382587322368
1,887809926600327168
1,888099282536079360
1,889526338553597952
889526338553597952,889534724481449988
1,889819949123997700
889819949123997700,890171663362514944
889819949123997700,889881153557102593
889819949123997700,889835319343927296
1,890566971124854784
890566971124854784,890670138743283712
890566971124854784,890626073754345472
1,900803301159120896
900803301159120896,900808388707106816
900803301159120896,900804813524312064
1,902643320962379776
1,902644246976630785
1,902649484945092610
1,902650668997120001
1,902654532768948224
902654532768948224,902654985024004097
1,902661009512521728
1,902662347495542784
1,902664588470177795
1,902665507513491456
1,902673694304202752
1,902676417858719744
1,902692562074570753
1,902712887738761221
1,902721545491140608
1,902771262979809280
902771262979809280,902795179891019776
1,902841510403743744
1,902892851369041921
1,902899500737593344
902899500737593344,902902346031693824
1,902902376901828609
1,902904814123790336
1,902927682869968896
902927682869968896,902950068063428608
902927682869968896,902946758182846464
1,902928276037013504
1,902953380024332288
1,902973761791688705
1,902978219397324801
1,903124311250231296
1,903153916271087616
1,903163379354918912
1,903214162402316288
1,903276915263451137
1,903349700870324224
1,903410419666219009
1,903434047019474944
1,903437095146053633
1,903444414336565248
1,903445696577142788
1,903477595949248514
1,903514261535772673
1,903586968029814785
1,903775828722556929
1,903782411108044800
1,903784001772638208
1,903792515165380608
1,903792940748812288
1,903794567752949765
1,903799917449236480
1,903832482352685057
1,903857984744308736
1,903867309210705921
1,903867352034443264
1,903876075490508800
1,903886480690606080
1,903886736694140929
1,903892046624194560
1,903916954100092928
1,903948292953911296
1,903953773072195585
1,903961688583569412
1,904013305609678848
1,904019202343931904
1,904112360444444672
1,904119063395360768
1,904170436484898816
1,904727021959434240
1,904775443383013376
1,905162675688230912
1,906330484325732353
1,906332217290268673
1,906332645193158656
1,906332656253648896
1,906337329832452096
1,906502408586584064
1,906508530760290305
1,906508641376849921
1,906513792883941378
1,906555898230960130
1,906567127431352321
1,906576952051597313
1,906710899452514304
1,907764867611770880
1,912127985427369985
1,912129928631422978
1,912140605077250049
1,912153174613643265
1,912156674927947778
1,912161102074712064
1,912178267750322176
1,912470814565552128
1,912870907353468928
1,913452127980326913
1,913570529667301376
1,913881361617797120
1,915113474312884224
1,916018530109313024
1,916019433386242051
1,916115058190581761
1,917753556886851586
1,917799705454706688
1,919925623144955904
1,927178373708648449
1,931978701847322625
1,974870079409197057
1,1041212876516728832
1,1069668434550579200
1,1081600581003812865
1,1084188909247086603
1,1100326209068638208
1,1103090252879745025
1103090252879745025,1103110538978971648
1103090252879745025,1103110486260891648
1,1112467995568340992
1,1119531503501938688
1119531503501938688,1119543056959561728
1,1122258317508632576
1,1122336806597316608
1,1122361090187251712
1,1122937480288841729
1,1123017085372780544
1,1123630348745580544
1,1125655939678396416
1,1125657120093896705
1,1125776387053252608
1,1125832063087570944
1,1126918345280970757
1,1128289573535191046
1,1128394145523851264
1,1133821675458498560
1,1134876366598524929
1,1135883597255196672
1,1135896612780294145
1,1137685508174299136
1,1159528368536264709
1159528368536264709,1159607048088281088
1,1169868956561076226
1,1192926848021401600
1,1284316408743174144
1,1304172177982447617
1,1341515695713001472
1341515695713001472,1341515804039401473
1,1405457132233822215
1405457132233822215,1405475084278587397
1,1416012655400308740
1,1416012836501921794
1,1416017751605485574
1,1416018195039784966
1,1416044602545606659
1,1416051604004950020
1416051604004950020,1416079373707395073
1,1416051961804247047
1416051961804247047,1416078788396470272
1416051961804247047,1416055833863942144
1416051961804247047,1416051998730989570
1,1416098294221185027
1416098294221185027,1416105090767892485
1,1416105649239363586
1416105649239363586,1416183888754393089
1416105649239363586,1416108665199894535
1,1416110508600479744
1,1416316770193969152
1416316770193969152,1416318846630305795
1,1416324974726504449
1,1416395993994702852
1,1416399822924521479
1416399822924521479,1416403259447775233
1,1417053169180348416
1,1417054176555806721
1,1417455349372756001
1,1419222230970642432
1,1420674078135005184
1,1422367508246396932
1,1427226086887337984
1,1448292014571888641
1,1465166668175495171
1,1465171405482434560
1,1473783395981447173
1,1499003735837663238
1,1557586527797972992
1,1563864221410025472
1,1573682409761013761
1,1588941505141448704
