1,1026856412457185281
1026856412457185281,1027212057584656384
1026856412457185281,1027090313486262272
1026856412457185281,1027081396995670017
1026856412457185281,1026903439517863936
1026856412457185281,1026859536299294725
1,1032300151195369472
1032300151195369472,1033123070029045760
1032300151195369472,1032603696826396672
1032300151195369472,1032490794903527424
1032300151195369472,1032305421699100673
1032300151195369472,1032303849430835200
1032300151195369472,1032302692822130688
1,1032360315353059328
1,1032376764289318912
1032376764289318912,1032999790257287168
1032376764289318912,1032984329809534976
1032376764289318912,1032702531850432512
1,1040283811924373504
1040283811924373504,1040286552063176704
1,1093659989867139072
1093659989867139072,1094087655040667648
1093659989867139072,1093663264612012032
1,1093668009170874368
1,1095625017067479040
1,1114737766213083136
1114737766213083136,1114738505651867648
1,1134238858617466880
1,1178453367690940416
1,1190668128897961984
1,1212650712003334144
1,1270465963444580352
1,1270467721566748672
1,1270468220764504065
1,1481293037997338625
